"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"CSCI","5465","Introduction to Computing for Biologists","Twin Cities","This course is designed for graduate students in biology or other related sciences that wish to learn fundamental computing skills that will enable them to develop their own computational approaches for meaningful interpretation of scientific data. Students will complete programming assignments in Python and R. No previous programming knowledge assumed. 

Prereq: BICB MS OR BICB PhD OR non-CSE student","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"CSCI","5471","Modern Cryptography","Twin Cities","Introduction to cryptography. Theoretical foundations, practical applications. Threats, attacks, and countermeasures, including cryptosystems and cryptographic protocols. Secure systems/networks. History of cryptography, encryption (conventional, public key), digital signatures, hash functions, message authentication codes, identification, authentication, applications.

prereq: CSci 4041 or Grad Standing","3","3","No","1","3","OPT - Student Option","012972","Periodic Fall & Spring"
"CSCI","5481","Computational Techniques for Genomics","Twin Cities","Techniques to analyze biological data generated by genome sequencing, proteomics, and cell-wide measurements of gene expression changes. Algorithms for single/multiple sequence alignments/assembly. Search algorithms for sequence databases, phylogenetic tree construction algorithms. Algorithms for gene/promoter and protein structure prediction. Data mining for microarray expression analysis. Reverse engineering of regulatory networks.

prereq: CSCI 3003 OR CSCI 3041 OR CSCI 4041","3","3","No","1","3","OPT - Student Option","012977","Every Fall"
"CSCI","5511","Artificial Intelligence I","Twin Cities","Introduction to AI. Problem solving, search, inference techniques. Logic/theorem proving. Knowledge representation, rules, frames, semantic networks. Planning/scheduling.

prereq: graduate student standing","3","3","No","1","3","OPT - Student Option","000017","Every Fall"
"CSCI","5512","Artificial Intelligence II","Twin Cities","Uncertainty in artificial intelligence. Probability as a model of uncertainty, methods for reasoning/learning under uncertainty, utility theory, decision-theoretic methods.

Prereq: ((Stat 3021 or IE 3521 or EE 3025), (CSci 3041 or 4041)) or Graduate Student Standing","3","3","No","1","3","OPT - Student Option","013469","Every Spring"
"CSCI","5521","Machine Learning Fundamentals","Twin Cities","Problem formulations and concepts of generalization, overfitting/under-fitting, and model selection. Statistical foundations: maximum likelihood, maximum a posteriori, Expectation Maximization (EM), Bayesian estimation, and non parametric methods. Mathematical foundations and optimization: gradient descent, back propagation, regularization, quadratic programming. Perceptrons, neural networks, and deep learning methods. Kernel methods and Support Vector Machines (SVMs). Machine Learning ethics.

prereq: Update: (CSCI 2033 OR MATH 4242) AND (STAT 3021 OR EE 3025 OR IE 3521), OR Graduate Student Standing","3","3","No","1","3","OPT - Student Option","013404","Every Fall & Spring"
"CSCI","5523","Introduction to Data Mining","Twin Cities","Data pre-processing techniques, data types, similarity measures, data visualization/exploration. Predictive models (e.g., decision trees, SVM, Bayes, K-nearest neighbors, bagging, boosting). Model evaluation techniques, Clustering (hierarchical, partitional, density-based), association analysis, anomaly detection. Case studies from areas such as earth science, the Web, network intrusion, and genomics. Hands-on projects.

prereq: 4041 or equiv or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","5525","Machine Learning: Analysis and Methods","Twin Cities","Models of learning. Supervised algorithms such as perceptrons, logistic regression, and large margin methods (SVMs, boosting). Hypothesis evaluation. Learning theory. Online algorithms such as winnow and weighted majority. Unsupervised algorithms, dimensionality reduction, spectral methods. Graphical models.

prereq: CSci 5521 or equivalent","3","3","No","1","3","OPT - Student Option","012034","Fall Even Year"
"CSCI","5526","Machine Learning for Healthcare: Concepts and Applications","Twin Cities","Introduction to machine learning (ML) in healthcare with focus on various health data modalities, ML paradigms, and the unique challenges of health applications. Topics include risk stratification, disease progression models, diagnosis, prognosis, subtype discovery, medical image analysis, and clinical text mining. Course includes coding exercises using real-world health data and a final project.

PreReqs: CSCI 4521 OR 5521 OR 5523 OR Instructor Consent
","3","3","No","1","3","OPT - Student Option","013533","Periodic Fall & Spring"
"CSCI","5527","Deep Learning: Models, Computation, and Applications","Twin Cities","This course introduces the basic ingredients of deep learning, describes effective models and computational principles, and samples important applications. Topics include universal approximation theorems, basics of numerical optimization, auto-differentiation, convolution neural networks, recurrent neural networks, generative neural networks, representation learning, and deep reinforcement learning. 

prereq: CSCI 5521 

Maturity in linear algebra, calculus, and basic probability is assumed. Familiarity with Python is necessary to complete the homework assignments and final project. ","3","3","No","1","3","OPT - Student Option","012034","Every Fall"
"CSCI","5541","Natural Language Processing","Twin Cities","The purpose of this course is to provide an overview of the computational techniques developed to enable computers to interpret and respond appropriately to ideas expressed using natural languages, rather than formal languages, such as C++ or Python. This course will cover text classification, distributional representation methods of language, large language models, and advanced techniques in chatGPT. The course will cover a wide range of topics related to NLP, including theories, computational models, and applications with their societal and ethical impacts.","3","3","No","1","3","OPT - Student Option","012034","Periodic Spring"
"CSCI","5551","Introduction to Intelligent Robotic Systems","Twin Cities","Transformations, forward and inverse kinematics, Jacobians. Path planning, motion control, reactive controllers, configuration spaces, sampling-based planning, potential fields. Mobile Robots, control, sensing for robotics, and programming.

Prereq: CSci 4551 or graduate student standing","3","3","No","1","3","OPT - Student Option","013464","Periodic Fall"
"CSCI","5552","Sensing and Estimation in Robotics","Twin Cities","Bayesian estimation, maximum likelihood estimation, Kalman filtering, particle filtering. Sensor modeling and fusion. Mobile robot motion estimation (odometry, inertial,laser scan matching, vision-based) and path planning. Map representations, landmark-based localization, Markov localization, simultaneous localization/mapping (SLAM), multi-robot localization/mapping.

prereq: [5551, Stat 3021] or instr consent","3","3","No","1","3","OPT - Student Option","001186","Periodic Spring"
"CSCI","5561","Computer Vision","Twin Cities","Issues in perspective transformations, edge detection, image filtering, image segmentation, and feature tracking. Complex problems in shape recovery, stereo, active vision, autonomous navigation, shadows, and physics-based vision and applications.

Prereq: CSci 4521 or 5521 or Graduate Student Standing","3","3","No","1","3","OPT - Student Option","013458","Every Spring"
"CSCI","5563","Multiview 3D Geometry in Computer Vision","Twin Cities","The 3D spatial relationship between cameras and scenes in computer vision. Application to tasks such as planning robots, reconstructing scenes from photos, and understanding human behaviors from body-worn cameras data. Multiview theory fundamentals, structure-from-motion, state-of-the-art approaches, and current research integration.

Prereq: Students enrolling in this course must have completed CSCI 5561 or have instructor consent. ","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring"
"CSCI","5607","Fundamentals of Computer Graphics 1","Twin Cities","Fundamental algorithms in computer graphics. Emphasizes programming projects in C/C++. Scan conversion, hidden surface removal, geometrical transformations, projection, illumination/shading, parametric cubic curves, texture mapping, antialising, ray tracing. Developing graphics software, graphics research.

prereq: concurrent registration is required (or allowed) in 2033, concurrent registration is required (or allowed) in 3081","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CSCI","5608","Fundamentals of Computer Graphics II","Twin Cities","Advanced topics in image synthesis, modeling, rendering. Image processing, image warping, global illumination, non-photorealistic rendering, texture synthesis. Parametric cubic surfaces, subdivision surfaces, acceleration techniques, advanced texture mapping. Programming in C/C++.

prereq: 5607 or instr consent","3","3","No","1","3","OPT - Student Option","001186","Periodic Spring"
"CSCI","5609","Visualization","Twin Cities","Fundamental theory/practice in data visualization. Programming applications. Perceptual issues in effective data representation, multivariate visualization, information visualization, vector field/volume visualization.

prereq: CSci 4611 or CSci 5607 or CSci 5115 or CSci 5117","3","3","No","1","3","OPT - Student Option","012981","Fall Even Year"
"CSCI","5611","Animation & Planning in Games","Twin Cities","Theory behind algorithms used to bring virtual worlds to life. Computer animation topics. Real-time, interactive techniques used in modern games. Physically-based animation, motion planning, character animation, simulation in virtual worlds.

prereq: CSCI 5511 (AI) or CSCI 5551 (Robotics) or CSCI 5607 (Comp Graphics 1) or grad standing","3","3","No","1","3","OPT - Student Option","012985","Fall Odd Year"
"CSCI","5619","Virtual Reality and 3D Interaction","Twin Cities","Introduction to software, technology/applications in virtual/augmented reality, 3D user interaction. Overview of current research. Hands-on projects.

prereq: 4611 or 5607 or 5115 or equiv or instr consent","3","3","No","1","3","OPT - Student Option","-","Spring Odd Year"
"CSCI","5629","AI-Enabled Mixed Reality","Twin Cities","This course explores the foundations and practice of designing and building AI-enabled Mixed Reality (MR) systems. It covers both the human-centered and technical factors essential for developing such systems. Students will study how AI techniques, such as deep learning models and LLM agents, can be integrated with MR interaction, rendering, perception, and interface design to create intelligent, human-centered immersive systems. 

The course format includes lectures, homework assignments, and semester-long group projects. Designed for graduate students and advanced undergraduates, the course requires strong programming skills. Its goal is to provide students with hands-on experience in designing and building MR systems applicable to a range of domains, including casual interaction, architectural design, robotics collaboration, and interactive entertainment, as well as for future always-on MR systems.

Prereq: (4611 or 5607) OR (CSCI 5619) OR grad student.

Familiarity with virtual reality (CSCI5619), computer graphics (CSCI4611, CSCI5607), data visualization (CSCI5609), user interface (CSCI5115), and computer vision (CSCI 5561, CSCI5563) would be highly recommended.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"CSCI","5707","Principles of Database Systems","Twin Cities","Concepts, database architecture, alternative conceptual data models, foundations of data manipulation/analysis, logical data models, database designs, models of database security/integrity, current trends.

prereq: [4041 or instr consent], grad student","3","3","No","1","3","OPT - Student Option","000017","Every Fall"
"CSCI","5708","Architecture and Implementation of Database Management Systems","Twin Cities","Techniques in commercial/research-oriented database systems. Catalogs. Physical storage techniques. Query processing/optimization. Transaction management. Mechanisms for concurrency control, disaster recovery, distribution, security, integrity, extended data types, triggers, and rules.

prereq: 4041 or 4707 or 5707 or instr. consent","3","3","No","1","3","OPT - Student Option","001186","Every Spring"
"CSCI","5715","From GPS, Google Maps, and Uber to Spatial Data Science","Twin Cities","Spatial databases and querying, spatial big data mining, spatial data-structures and algorithms, positioning, earth observation, cartography, and geo-visulization. Trends such as spatio-temporal, and geospatial cloud analytics, etc.

prereq: none","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"CSCI","5801","Software Engineering Foundations: Requirements and Modeling","Twin Cities","Software engineering is concerned with long-term, typically large scale, programming projects. This course introduces the topic through lectures and by giving the students an opportunity to thoroughly discuss the nature and challenges of software, the fundamental approaches to software development projects, and practice writing requirements and modeling systems. The lectures, assignments, and projects will cover topics in software engineering management, problem specification and analysis, system modeling techniques, and documentation. This course has two goals: providing (1) a solid foundation for further advanced study of software engineering and (2) detailed knowledge about requirements elicitation and specification, and system modeling techniques. 

The students will read and discuss seminal research papers in the software engineering field as well as learn about the latest trends and techniques. Students will be able to understand the difference between different development processes and their pros and cons, appreciate the importance of requirements, and learn how to capture requirements in various ways depending on the needs of the project. Students will learn through reading, discussions, and the application of various techniques to challenge problems.   

Students should have some familiarity with software development and design prior to taking this course.  This can be completed through CSci 3081 or equivalent courses taken elsewhere. 

PreReq: CSci 3081 or Grad Standing","3","3","No","1","3","OPT - Student Option","013932","Every Fall"
"CSCI","5802","Software Engineering II","Twin Cities","Introduction to software testing, software maturity models, cost specification models, bug estimation, software reliability models, software complexity, quality control, and experience report. Student groups specify, design, implement, and test partial software systems.  Application of general software development methods and principles from 5801.

prereq: (CSCI 2081 and CSCI 3041) or (CSCI 3081) or (Grad Status)","3","3","No","1","3","OPT - Student Option","012978","Periodic Spring"
"CSCI","5980","Special Topics in Computer Science","Twin Cities","Lectures and informal discussions on current topics in computer science.prereq: instr consent; may be repeated for cr","1","3","Yes","9","27","OPT - Student Option","001186","Periodic Fall & Spring"
"CSCI","5991","Independent Study","Twin Cities","Independent study arranged with CS faculty member.

prereq: instr consent; may be repeated for cr","1","3","Yes","9","9","OPT - Student Option","001186","Every Fall, Spring & Summer"
"CSCI","5994","Directed Research","Twin Cities","Directed research arranged with faculty member.

prereq: instr consent; may be repeated for cr","1","3","Yes","9","9","OPT - Student Option","001186","Every Fall, Spring & Summer"
"CSCI","5996","Curricular Practical Training","Twin Cities","Industrial work assignment involving advanced computer technology.  Reviewed by faculty member. Grade based on final report covering work assignment.

prereq: [CSci or CompE] major, instr consent","1","1","Yes","3","3","SNV - S-N or Audit","-","Every Fall, Spring & Summer"
"CSCI","8001","Introduction to Research in Computer Science I","Twin Cities","Identity and diversity in computing. Mentoring; selecting/working with an advisor. Program milestones and funding. Policy and research ethics. Ethics of consequences and harms. Tools and frameworks for ethical computing. Enforced Prerequisite: Ph.D. student status.

prereq: 1st yr CS PhD student","1","1","No","1","1","A-F - A-F Grade Basis","002108","Every Fall"
"CSCI","8002","Introduction to Research in Computer Science, II","Twin Cities","Conducting literature review. Identifying research questions. Writing a research proposal. Research areas in CS. Peer review. Practical research skills. Research ethics. 

Enforced Prerequisite: Ph.D. Student Status. 
Unenforced Prerequisite: CSci 8001.","2","2","No","1","2","A-F - A-F Grade Basis","002109","Every Spring"
"CSCI","8101","Advanced Operating Systems","Twin Cities","Successful research systems and existing theory of systems design. Goal is not merely to catalog systems or learn mathematics, but to develop a sense of elegance of design that leads to successful systems.

prereq: 5103 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall"
"CSCI","8102","Foundations of Distributed Computing","Twin Cities","Fundamental principles underlying design of distributed and multiprocessor operating systems. Foundations of distributed computing systems; shared multiprocessor systems.

prereq: 8101 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"CSCI","8115","Human-Computer Interaction and User Interface Technology","Twin Cities","Current research issues in human-computer interaction, user interface toolkits and frameworks, and related areas. Research techniques, model-based development, gesture-based interfaces, constraint-based programming, event processing models, innovative systems, HCI in multimedia systems.

prereq: 5115 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","8117","Understanding the Social Web","Twin Cities","Research on the social web. Read, present, and discuss papers, do homework using social web research techniques such as data analysis and simulation. Semester research project.

prereq: CS grad or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","8161","Advanced Compiler Techniques","Twin Cities","Techniques for uniprocessors and parallel computers. Fundamental program analysis instruments such as data flow analysis and data dependence analysis. Variety of code generation and transformation techniques.

prereq: 4061 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","8205","Parallel Computer Organization","Twin Cities","Design/implementation of multiprocessor systems. Parallel machine organization, system design. Differences between parallel, uniprocessor machines. Programming models. Synchronization/communication. Topologies, message routing strategies. Performance optimization techniques. Compiler, system software issues.

prereq: 5204 or EE 5364 or  instr consent","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"CSCI","8207","Introduction to Quantum Computing","Twin Cities","The announcement of quantum supremacy marks the beginning of an era of quantum machines solving a problem that classical computers are unable to solve in a realistic amount of time. The NSF has since established three new institutes to address critical challenges in quantum information science. Major tech companies have also launched quantum computing cloud platforms to facilitate research and utilization of quantum computing. In this class, we will cover basic topics of quantum computing, including:

- Qubit
- Quantum gates and circuits
- Quantum entanglement
- Quantum teleportation
- Quantum algorithms
- Various topics in quantum computing research","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall"
"CSCI","8211","Advanced Computer Networks and Their Applications","Twin Cities","Current research issues in traffic and resource management, quality-of-service provisioning for integrated services networks (such as next-generation Internet and ATM networks) and multimedia networking.

prereq: 5211 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","8213","Advanced Transportation Technologies Seminar","Twin Cities","Advanced technologies specifically related to transportation. Topics drawn from core science/technology areas of human factors, intelligent vehicles, traffic modeling/management, sensing, communications, and controls.","1","1","No","1","1","SNV - S-N or Audit","-","Periodic Fall & Spring"
"CSCI","8271","Security and Privacy in Computing","Twin Cities","Recent security/privacy issues in computer systems/networks. Threats, attacks, countermeasures. Security research, authentication, network security, wireless security, computer system security, anonymous system, pseudonym, access control, intrusion detection system, cryptographic protocols. How to pursue research in security and design secure systems.

prereq: [5211, 5103] or instr consent; 5471 or EE 5248 or Math 5248 or equiv recommended","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall"
"CSCI","8314","Sparse Matrix Computations","Twin Cities","Sparsity and sparse matrices. Data structures for sparse matrices. Direct methods for sparse linear systems. Reordering techniques to reduce fill-in such as minimal degree ordering and nested dissection ordering. Iterative methods. Preconditioning algorithms. Algorithms for
sparse eigenvalue problems and sparse least-squares.

prereq: 5304 or numerical linear algebra course or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"CSCI","8333","FTE: Master's","Twin Cities","(No description)

prereq: Master's student, adviser and DGS consent","1","1","No","1","1","NGA - No Grade Associated","000050","Every Fall, Spring & Summer"
"CSCI","8363","Numerical Linear Algebra in Data Exploration","Twin Cities","Computational methods in linear algebra, matrix decompositions for linear  equations, least squares, eigenvalue problems, singular value decomposition, conditioning, stability in method for machine learning, large data collections. Principal directions, unsupervised clustering, latent semantic indexing, linear least squares fit. Markov chain models on hyperlink structure.

prereq: 5304 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"CSCI","8442","Computational Geometry and Applications","Twin Cities","Designing efficient algorithms and data structures for geometric problems. Models of computation, convex hulls, geometric duality, multidimensional search, Voronoi diagrams and Delauney triangulations, linear programming 
in fixed dimensions, lower bound techniques. Applications, advanced topics.

prereq: 5421 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"CSCI","8444","FTE: Doctoral","Twin Cities","(No description)

prereq: Doctoral student, adviser and DGS consent","1","1","No","1","1","NGA - No Grade Associated","000051","Every Fall, Spring & Summer"
"CSCI","8523","AI for Earth: Monitoring Changes in the Environment via Deep Learning","Twin Cities","Advances in machine learning in conjunction with massive amounts of data from Earth observing satellites offer huge potential for improving our understanding of how the Earth's environment and ecosystems have been changing and how they are being impacted by humans actions and changing climate.  Deep learning approaches, that have had phenomenal success in the domain of computer vision and language/speech translation, hold promise in dealing with environmental problems.  However, due to challenges that are unique to environmental applications, off-the-shelf deep learning techniques developed for related applications such as computer vision often have limited utility.  This class will introduce to the students the promise and challenges in using deep learning techniques to analyze complex, multi-scale, spatio-temporal data for monitoring changes in the Earth and its environment on a global scale.

Prerequisites: CSci 5523, CSci 5521, or equivalent","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"CSCI","8551","Intelligent Agents","Twin Cities","Theories of intelligent agents. Agent architectures; knowledge representation, communication, cooperation, and negotiation among multiple agents; planning and learning; issues in designing agents with a physical body; dealing with sensors and actuators; world modeling.

prereq: 5511 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall"
"CSCI","8581","Big Data in Astrophysics","Twin Cities","This course will introduce key concepts and techniques used to work with large datasets, in the context of the field of astrophysics.

Prerequisites: MATH 2263 and MATH 2243, or equivalent; or instructor consent.
Suggested: familiarity with astrophysics topics such as star formation and evolution, galaxies and clusters, composition and expansion of the universe, gravitational wave sources and waveforms, and high-energy astrophysics.","4","4","No","1","4","A-F - A-F Grade Basis","-","Every Spring"
"CSCI","8605","3D Drawing in eXtended Reality Studio/Seminar","Twin Cities","In this studio/seminar course, students do hands-on work with 3D mixed-reality hardware and software (headsets, 3D controllers, both commercial and custom software) to learn a style of digital free-form 3D modeling known as 3D drawing and painting. 

The topic is studied from two complementary perspectives: (1) the creative art/design practice of 3D drawing, and (2) the technical interactive computer graphics tools that make it possible. Students engage equally with both perspectives through a format that combines in-class studio time for learning and practicing 3D drawing skills with demonstrations, readings, and presentations on the latest research in 3D drawing technologies and the 25+ year history of 3D drawing in virtual reality. 

Students complete a final work that is either a creative exploration or a technical exploration of 3D drawing and present their work in a public gallery/demo day at the conclusion of the semester.

Students from multiple disciplines are encouraged to enroll!  

Suggested prerequisites are graduate standing in an art or design discipline (e.g., CLA MFA students, CDes MFA, MS, or PhD in Design students) or graduate coursework or research in 3D computer graphics, HCI, or HRI (e.g., CSci-5607, CSci-5609, CSci-5619, CSci-5115, CSci-5125, CSci-5127W). 

The enforced prerequisite for this course is instructor permission. Students who are interested in registering for or learning more about the course should contact the instructor for more information.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"CSCI","8615","Visualization and AI: Interpretability, Interactivity, and Beyond","Twin Cities","This course explores the intersection of visualizations and AI, with a particular focus on leveraging visualization techniques to enhance the interpretability and interactivity of AI models, as well as to facilitate effective human-AI collaboration.

This course features a combination of lectures, presentations, and interactive discussions centered on selected papers. You will apply the concepts learned in class through paper digests, hands-on programming exercises, and final projects. 

Prereq: Familiarity with data visualization, javascript, and machine learning  is  highly recommended.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"CSCI","8666","Doctoral Pre-Thesis Credits","Twin Cities","tbd

prereq: Doctoral student who has not passed prelim oral; no required consent for 1st/2nd registrations, up to 12 combined cr; dept consent for 3rd/4th registrations, up to 24 combined cr; doctoral student admitted before summer 2007 may register up to four times, up to 60 combined cr","1","6","Yes","2","12","NGA - No Grade Associated","002371","Every Fall, Spring & Summer"
"CSCI","8701","Overview of Database Research","Twin Cities","Research papers from journals and conferences on current topics in databases, such as database research methodologies, relational implementation techniques, active databases, storage systems, benchmarking, distributed and parallel databases, new data models, prototype systems, data mining, and future directions.

prereq: 5708 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","8715","Spatial Data Science Research","Twin Cities","Motivation, models of spatial information, querying spatial data, processing strategies for spatial queries, multi-dimensional storage/access methods, spatial graph datasets, spatial data mining, trends (e.g., spatio-temporal databases, mobile objects, raster databases), research literature, how to pursue research.

prereq: 4707 or 5707 or 5715 or GIS 5571 or GIS 5573","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","8725","Databases for Bioinformatics","Twin Cities","DBMS support for biological databases, data models. Searching integrated public domain databases. Queries/analyses, DBMS extensions, emerging applications.

prereq: 4707 or 5707 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"CSCI","8735","Advanced Database Systems","Twin Cities","Database systems for emerging applications, nontraditional query processors, multi-dimensional data indexing. Current research trends.

prereq: 4707 or 5707 or 5708","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall"
"CSCI","8760","Plan B Project","Twin Cities","Project arranged between student and faculty.

prereq: CSci MS student, instr consent","3","3","No","1","3","SNV - S-N or Audit","000297","Every Fall & Spring"
"CSCI","8777","Thesis Credits: Master's","Twin Cities","(No description)

prereq: Max 18 cr per semester or summer; 10 cr total required [Plan A only]","1","18","Yes","10","50","NGA - No Grade Associated","-","Every Fall, Spring & Summer"
"CSCI","8801","Advanced Software Engineering","Twin Cities","Software reusability, internet/intranet programming, software reengineering, and software safety.

prereq: 5801 or instr consent","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CSCI","8888","Thesis Credit: Doctoral","Twin Cities","Doctoral thesis credit course

prereq: Max 18 cr per semester or summer; 24 cr required","1","24","Yes","10","100","NGA - No Grade Associated","009272","Every Fall, Spring & Summer"
"CSCI","8970","Computer Science Colloquium","Twin Cities","Recent developments in computer science and related disciplines. Students must attend 13 of the 15 lectures.","1","1","No","1","1","SNV - S-N or Audit","-","Every Fall & Spring"
"CSCI","8980","Special Advanced Topics in Computer Science","Twin Cities","Lectures and informal discussions.prereq: instr consent","1","3","Yes","9","27","OPT - Student Option","-","Every Fall & Spring"
"CSCI","8991","Independent Study","Twin Cities","Independent study with professor.

prereq: instr consent","1","3","Yes","9","9","OPT - Student Option","-","Every Fall & Spring"
"CSCI","8994","Directed Research in Computer Science","Twin Cities","Directed research with professor.

prereq: instr consent","1","3","Yes","9","9","OPT - Student Option","-","Every Fall & Spring"
